text,toxicity,dehatebert-mono-english_score
"Although Humphrey Bogart got star billing in King Of The Underworld, I'm willing to bet he didn't thank Jack Warner for it. In fact this film was one hollow crown.<br /><br />King of the Underworld was supposedly a remake of the Paul Muni film, Dr. Socrates, but given Humphrey Bogart was in the cast, the character is written more like Duke Mantee in The Petrified Forest. He even has an English writer along in the person of James Stephenson.<br /><br />Kay Francis and John Eldredge are a pair of married doctors and Eldredge pulls off a tricky bit of surgery on one of Bogart's henchmen. Bogey's a man who appreciates good work done on his behalf and gives Eldredge $500.00 and there's more where that came from if he plays his cards right. Eldredge who has a gambling problem sees a good way to get some undeclared income. <br /><br />But when he's killed in a raid on the gang's hideout, Francis is also thought to be involved by the law and the American Medical Association no matter how much she protests her innocence. It's no good and she and her aunt Jessie Busley move to a small town to get away from the notoriety.<br /><br />Of course the notoriety and Bogart and an itinerant Leslie Howard like writer in Stephenson all meet up with her again. But Kay is plucky and resourceful to say the least.<br /><br />Bogart's character was ridiculous, no wonder the poor guy was screaming for better parts. He's a gangster who both shoots down people without mercy and gives his henchmen hotfoots just for laughs. He's concerned about his image and therefore kidnaps writer Stephenson to ghost write his autobiography and of course confesses enough to burn him in all 48 states. And then let's Kay Francis completely outsmart him, hard to believe he was king of anything.<br /><br />Definitely one of the lesser works for either of the stars.",0.002163233933970332,0.8596882224082947
"I went to this film having no idea what to expect. I actually took a date to it in the theaters when it first came out. We both thoroughly enjoyed it and it helped to have someone to discuss it with after seeing it.<br /><br />I only recommend seeing this film if you appreciate non-mainstream movies. It's not as disjointed as Liquid Sky or as fanciful as Forbidden Zone. The original plot is very easy to follow. There's A LOT of subtle humor.<br /><br />Here's a quick summary of the plot if you are completely lost: A big-brother type government keeps tabs on everyone in society. Suddenly a new person appears and there's no data on him (he appears insane). He may or may not be the second-coming of Christ. The over-cautious government goes into a frenzy to find him and discover his true motives. The ruler is also obsessed with immortality.<br /><br />Some scenes are frantic while others are completely low-key. We follow the lead character as he encounters all different kinds of people in society.<br /><br />I didn't need my consciousness altered to enjoy the film, but I know that some of my friends felt that helped.<br /><br />Split was also filmed around Santa Cruz and San Francisco.",0.000955212046392262,0.9322750568389893
"I admit creating great expectations before watching because some friends mentioned it (and they are not pervs!) as a must see. And it is a must see! Just don't expect to see something outbreaking.<br /><br />The Freudian psychoanalyzes are interesting in many parts of the film, but there's just too much perversion and it doesn't stick in the end.<br /><br />Some of the good things are the analyzes of Kieslowski's Blue, most of David Lynch's, some of Hitchcock's and perhaps a couple more I missed (I just remembered...Dogville), and I usually don't miss things unless they are too obvious or loose in the air.<br /><br />Other than being repetitive, which makes it too long, the documentary is enjoyable in the sense of noticing some perversions fed by our unconscious, hence the commercial success of most thrillers studied and used as basis for this theory.<br /><br />I really enjoyed the energetic tone of the narration and the effort of Mr. Zizek to revive Freud's theory, which has been numb for too long, specially in north America. Again, it's way over the top and I believe not to be a completely waste of time for I do believe most humans have a dark appreciation for death and blood.",0.001774856704287231,0.9402640461921692
"Interferencia starts as unemployed Martin Sanders (Andres Bagg) hears something strange on his phone, he hears a mysterious man talking to a prostitute named Diana & arranging to meet her. Soon after Martin reads a local paper & sees the front page story about a prostitute being murdered & thinks back to what he heard. Martin confides in his friends Laura (Virginia Lustig) & Aaron (Oliver Kolker) but they don't believe him. Then shortly after the same thing happens again, the phone call, the man, the prostitute & her death reported in the papers. Martin decides he has to find the killer & put a stop to his killing spree but who is it?<br /><br />This Argentinian production that was apparently shot in just eight days (why so long?) on a budget of about $3,000 (why so much?) was written & directed by Sergio Esquenazi & I cannot believe some of the glowing comments Interferencia has on the IMDb. Out of 195 user ratings as I write this 113 of them rate this pile of crap 10 out of 10, I am sorry but there is no way anyone should be giving a film this bad a quite literally perfect score of 10 out of 10. If a score for a film on IMDb is fixed then this is it, I honestly don't believe that if you showed Interferencia to 195 average people that well over 100 of them would rate it as being absolutely perfect, no way on Earth. The user comments are also amazingly positive, all by IMDb users who have only wrote comments for one film, this. The one user (besides me) who has actually written more than one comment gave it a rock bottom 1 out of 10 which sounds just about right. Everyone is entitled to an opinion but I would stake my life on the fact most of those positive comments are from fake accounts set up purely to big this piece of crap up. Where do I start? How on Earth can I adequately describe how bad Interferencia is? The plot is a mess that basically lives or dies by it's terrible twists, while most twists turn a plot on it's head & alters the perspective of everything that has gone before in a clever & relevant way & are genuine surprises here in Interferencia the twists destroy the first half of the film & makes it utterly pointless in a 'it didn't actually happen' sort of way & the twist is so poorly handled that it leaves you asking more questions than it answers. What made Martin go mad? Why did he imagine the phone calls? Why did he imagine a killer? Why did he imagine the newspaper headlines? No explanation is given for Martin's behaviour during the first hour or so of the film, there's just this absurd revelation that it was all in his mind & that's it, that's all the exposition there is. Then there's a plot twist about Martin's missing wife & her lover before Martin for reasons unexplained starts to kill his friends for no apparent reason. I am sorry but Interferencia is so bad, it's so boring, it's so badly written & thought out that I honestly can't think of a positive thing to say about it. Sorry guy's but that's how I feel, quite simply Interferencia is one of the worst films I have ever seen & is a complete mess both conceptually & technically.<br /><br />According to the IMDb Interferencia was hot in just eight days, to be honest it doesn't feel like that at all. Nope, it feels more like it was shot in five days! The whole film is an eyesore, Interferencia has probably the worst nighttime shooting I have ever seen. It's like no attempt was made to light the scenes, it's like the makers just went into a dark room or basement or whatever & just shoot the scene regardless of whether you could see anything. The scenes set outside in the daytime have this horrible unnatural blue green tint to them for no apparent reason which just looks daft & becomes increasingly irritating. This strange tint is not repeated on indoor scenes so they are also quite jarring & noticeable. There's no real horror or scares, in fact I would say Interferencia is more of a thriller than a horror. As far as gore goes there are two decapitated heads in a fridge, a knife is stuck in someones mouth & nothing else.<br /><br />According to the IMDb this had a budget of about $3,000 which makes Interferencia one of the lowest budgeted films ever commercially released surely? Some people think just because a film is low budget all reasonable viewing standards should go out of the window & we should accept any old crap, wrong! To watch this on DVD you will still have to pay good money & I personally think we have the right to expect some sort of good product. If this can get released & praised like it's Oscar worthy then we can all release our holiday camcorder footage (including embarrassing karaoke footage & scenes of total blackness as we forgot to take off the lens cap) & win top prizes at the next Cannes film festival! The acting is awful although the female lead Virginia Lustig is actually rather sexy & helps ease the pain of the final twenty odd minutes as she features a fair bit.<br /><br />Interferencia is an absolutely terrible film, seriously I beg you don't be fooled by all the fake positive comments, there is no way anyone not involved in this or have some sort of agenda is going to give it a 9 or 10 out of 10. An amateurish mess that is truly horrible to sit through. Sorry but that's the way I see it, sometimes you have to be cruel to be kind... you have been warned!",0.043041929602622986,0.8390259146690369
"Little Quentin seems to have mastered the art of having the cake and eating it.<br /><br />As usual, the pure sadistic display can be explained as a clever thought-provoking way of sending violence back into the audience's face.<br /><br />Sure, Mr Tarantino. Violence is Baaad. Sadism is Baaad. It is well worth wading in it to make that point. How very brilliant.<br /><br />The juvenile part of the audience may well not be clever enough to follow all the smart references to higher levels of consciousness though, but I'm confident they'll see the light one day.<br /><br />Thanks for making this little world of ours a little better. You deserve a medal.",0.009168097749352455,0.936863362789154
"This almost documentary look at an enterprising boy who lives in the body shop area outside of New York is real all the way. Real lighting. Real sound. Less editing in the whole movie than in 1 minute of most movies. And while there is very little script, there is a story. Shot in primary colors, almost all red, white, blue and yellow, we get a real sense of the life of a boy who is making something from nothing. He has a place to live that he makes his own, has a good job, and is trying to bring his sister into his little universe. The people in the chop shop area also give us a look at this culture which I didn't know about. They mostly seem decent and pay Ale what seems like daily, seeming truly concerned about his well being. The actor (I think) playing Ale says more with one facial expression than one can imagine. This reminded me what a true small movie can accomplish. It shows what kids are capable of, even without much support and love. Definitely recommend.",0.0008151624351739883,0.9581712484359741
"Just watched this movie on DVD and thought the acting was very good, but the over all story left a lot to be desired. This movie has the same texture and look of Panic in Needle Park or Drugstore Cowboy. Hard to believe that human beings can live this type of lifestyle; on the underbelly of society, in which their total existence is based on hardcore drug use, crime, violence, sex, and a total lack of self-respect for anyone or anything, including themselves.<br /><br />Val Kilmore is outstanding in his role of ""burnt-out"" former porn star John Holmes. The supporting cast is just as good. However, this is a bleak, dark, disturbing, and depressing film. The murder was brutal, but the daily lives of these people were brutal as well. Unless you have an interest in these murders or were a ""fan"" of John Holmes, this really isn't a film to see. If you want to see a docu-drama on murder, Truman Capote's 1960s In Cold Blood starring Scott Wilson and Robert Blake is much better.",0.0026428932324051857,0.9208184480667114
"If you cannot enjoy a chick flick, stop right now. If, however, you enjoy films that illustrate complex characters and provide extraordinary acting, read on.<br /><br />Ann Grant Lord is dying. Her two daughters arrive to be at her bedside. Ann begins talking about people from her past of whom the daughters are unaware, and they question as to whether these lost acquaintances are real or imagined. They come to realize that these people from their mother's past are, indeed, real.<br /><br />The story shifts, basically, between 1953 and circa 2000 with a few glimpses at Ann's life between those years. It was in 1953 that Ann met the love of her life and experienced her life's greatest tragedy.<br /><br />One of Ann's two best friends from college, Lila, is being married. Ann's other best friend is Lila's brother, Buddy. Lila and Buddy are the children of a rich Newport family, whereas Ann is a cabaret singer living in Greenwich Village who wants to be a free spirit but is still bound by many of those 1950's conventions.<br /><br />Soon after Ann arrives to be maid of honor at Lila's wedding, she meets the person who will become the pivotal character in the lives of the three - Harris. He is the adult son of a former servant of the family who grew up with Lila and Buddy and has gone on to become a physician in a small New England town. Ann immediately becomes enamored of Harris which adds a complication to the fact that Lila has always been in love with Harris and continues to be. Buddy, also, is in love with Harris, but being 1953, he has redirected that homosexual desire for Harris to his good friend, Ann for he cannot admit to himself that he has a sexual craving for another man. Buddy exhibits his inner frustration outwardly by being the alcoholic, wise-cracking bad boy of the family - much to the chagrin of his very proper and uptight parents.<br /><br />Needless to say, all of these expressed and repressed emotions lead to tragedy - after all this is a chick flick.<br /><br />In the present time, Ann's daughters have become distant from their mother and are suffering their own life realizations and doubts. Constance is working to emotional exhaustion trying to keep up her roll as perfect mother and wife. Nina, having always felt inferior, cannot maintain a relationship.<br /><br />Stir all of these relationships into a span of fifty years, and you get an intriguing look at society, its values, and its effects upon the personalities and actions of the complex people involved.<br /><br />All of the acting in Evening is excellent, but there are some extraordinary performances and scenes - along with two unique family relationships - that make this film so very, very special.<br /><br />Claire Danes plays the 1950's Ann, and she does it in a style that clearly shows an intelligent woman of those times who is conflicted by what she is supposed to do as opposed to what she wants to do. Her performance is not easily forgettable.<br /><br />Vanessa Redgrave plays the dying Ann whose mind shifts from the present, to the past, to flights of fantasy, and of course, Redgrave pulls it all off with sterling style.<br /><br />Natasha Richardson - Redgrave's real daughter - plays Ann's daughter, Constance, in the film. The scenes between this real life mother and daughter playing fictional mother and daughter are an insightful treat to watch.<br /><br />Toni Collette plays Ann's other daughter, Nina. Nina spends a good deal of her time being depressed and feeling sorry for herself while shutting out a good man who loves her as well as her mother and sister. Collette is perfect for a part such as this, but I have never seen her give a bad or unbelievable performance no matter what part she plays.<br /><br />Mamie Gummer plays 1950's Lila and shows us a woman even more conflicted of her expected role in life than her good friend, Ann. She is very good.<br /><br />Meryl Streep - Gummer's mother - plays present day Lila. What is there to say about Meryl Streep other than she always gives an insightful and rewarding performance.<br /><br />Director Lajos Koltai states in the DVD extras that he sought out Glenn Close to play the relatively small part of Lila's mother because he felt she was the only actress he could think of to play one scene in the film. He certainly was right, and Close's performance in that one scene etches it in your mind. All the other scenes in which Close is Lila's very proper mother, and you get another performance to treasure.<br /><br />There are three other scenes in the film, combined with the one featuring Close described above, that make the whole movie worth watching. On Lila's wedding day, Ann comes into her room and crawls into to bed with her friend to discuss Lila's misforgivings about her upcoming wedding to a man she clearly does not love. This scene is repeated fifty years later when Lila comes and crawls into bed with her dying friend Ann to talk about the lives they have lived. In this latter scene, Streep and Redgrave are enthralling.<br /><br />The other memorable scene - at least to me - is when Buddy declares his love for Ann. Hugh Dancy as Buddy gives us a heartbreaking performance of a young man torn apart by his conflicting sexual feelings. His performance is superior.<br /><br />Chick flick? Yes. A very special film with unbelievable acting, directing, and scenery? Definitely. I cannot recommend Evening too much.",0.014451179653406143,0.7120935916900635
"The film listed here as having been made in 1980 is not the film which is available from Something Weird Video in their ""Driver's Ed Scare Films Vol. 5"". For one thing the 1980 version is in color. SWV has on this disc an earlier version (1972) of the film made in b&w for WLWT television Channel 5 in Cincinnati. Either way this film is notorious. However, unlike most other driver's ed films, this was intended for television broadcast and viewing by the general public. Thus the level of carnage has been ratcheted down. It's still a pretty grim exercise in exploitation of bloody death for a purported educational intent. I live in the Cincinnati area and I remember this thing being shown every year around prom time on Channel 5. If you're looking for one film that demonstrates the tone of this uniquely American film phenomenon, ""The Last Prom"" is pretty typical - morose, hyperbolic, extremely didactic, heavy on melodrama. Whether it really affected any teenager's driving at all is anyone's guess.",0.000854689977131784,0.9360461831092834
"Nothing better than an android boasting 80's technology and a coming-of-age storyline to pull your thoughts from the depths of your mind front and center to be taken captive by a beautifully lovable cast. Growing up in the 80's gave me the priceless opportunity to see re- runs of ""not quite human"" on many special occasions. Considering the fact that my parents were never present during the viewings, I would guess that I would most likely not enjoy it near as much as I did as a child. So perhaps this is a film to dig out of your VHS collection and hand to your kids, it can be found on the same tape as ""The apple dumpling gang"" and an episode of ""tour of duty,"" that is if you recorded in LP mode of course.",0.0017563742585480213,0.9548050761222839
"I managed to obtain an original BBC broadcast of this film on video and loved it so much I had to try and locate the original video in its original box; thanks go to Ebay.<br /><br />Deleted on any format since 1990, this exceptional wildlife film is finely constructed and well acted. Directed by Stewart Raffil (MAC & Me), the scenes of leaping Tigers running through the Alaskan wilderness is nothing short of stunning and its timeless tale of a trapper trying to survive on his own in the frozen wastes with two young tiger cubs is moving on each viewing.<br /><br />Why no major company has picked up this movie to distribute on DVD is a big wonder; but makes it that extra special to know its also hard to locate.<br /><br />If you find this film by chance or eventually track it down to add to your collection, make sure never to let it vanish out of your grasp. Films of this calibre, as shown, don't come often.<br /><br />A true masterpiece in every sense of the word, and highly worthy of its praised comments, ""WHEN THE NORTH WIND BLOWS"" will sink deep into your heart as soon as you see it.",0.0007859867764636874,0.9392275810241699
"This is a great movie, a must own. I really liked every aspect of it, from the sword fighting, the romance, the costumes were really well done and put together. The scenery is absolutely beautiful. I also loved the mystery and magic. Also the message of the power of love, that love is the greatest power there is. I really like the heart of the king in the sense that he desires peace instead of the bloodshed and hate. I wish that I could live in a world like that with flying ships, to castles in the sky. I also think that it was really nice how they brought the animals into the movie. I also thought that the cook was really funny. I have watched it many times in one day and still never tire of it. Just wish they would bring it onto a DVD.",0.0005935619119554758,0.9060238003730774
"This was not a very good movie, the acting pretty much stunk and the effects were bad most of the time. But there were some funny moments but most of those were not meant to be funny. The most hilarious part of the movie to me was the part were a little kid in wheelchair falls out (thats not the funny part What kind of person do you think I am)anyway the kid falls out and starts screaming for his big brother, well the brother comes running and the way the kid runs is so funny he's all stumbling and really over acting I had to rewind it several times so I could laugh some more. so if your looking for something to rent but just can't seem to find anything check this one out and watch for the running part.",0.0010570921003818512,0.9540750980377197
"This movie is little more than poorly-made, fetish porn, and this is saying a lot considering the similar crap that was made in that era. This was recommended to me by friend as a ""unique film experience."" He was right. I suppose he meant that as a joke. Not disgusting, not even that shocking. Just mediocre acting and poor attempts at shock art. A little bit of camp value, though I don't believe the makers of this film intended this. And yes, as a previous reviewer mentioned, it's sex with a guy in a bear suit. Don't spend a lot of money on this. Try to borrow it, if you must see it. Or contact me, I'd be happy to sell you my copy for half price.<br /><br />I may have to see another of this particular director's films, as he seems to have a certain following. But if it's anything like this, I will again regret another 2 hours of my life gone forever.",0.2221028357744217,0.8688624501228333
"Not on the same level as Ring (or Ring 2) but still a good Japanese horror flick nonetheless. I wish North American horror producers would take a page out of the Japanese horror template and put more 'spookiness' and less cheap shocks in their flicks. Lots of good examples in this one, scenes where a whited out face is scene staring behind a young actress, photographs on a wall are suddenly glimpsed smiling, just for a second, and more. Worth checking out if you like the genre.",0.0006935808924026787,0.9598398804664612
"This is not a GREAT movie as tho the cast (especially the kids) admirably help to carry along this very sad yet contrived plot it is filled with cliché upon cliché. Poor family in 50's mid America, dying mother, alcoholic father, 10 children (1 of whom has epilepsy) and an awful decision to be made. Its very easy to watch and some of the kids performances are moving without being sickly or naff. And little Frank and Warrnen steal the show for me with the last scene leaving me bawling no matter how many times I see it. A great rainy afternoon movie i recommend to all. Only those with the hardest of hearts could fail to be moved by it. Not on a par to Sophies Choice but a good TV movie equivalent!!!",0.001836302108131349,0.9407199621200562
"Farrah Fawcett gives an award nominated performance as an attempted rape victim who turns the tables on her attacker. This movie not only makes you examine your own morals, it proves that Fawcett can excel as a serious actress both as a victim and victor.",0.02218344621360302,0.9229679107666016
"Daffy Duck has signs hanging from every inch of every available tree announcing that it's rabbit season. But, you guessed it - it's really duck season. Elmer Fudd appears: he's the only hunter dumb enough to fall for the gag.<br /><br />He's even dumber than that. When Bugs Bunny strides up to him and asks how the rabbit hunting is going, Elmer admits that he hasn't seen a rabbit yet. This is more than Daffy can stand. He emerges from his hiding place and immediately points to a rabbit: Bugs Bunny. ""Shoot him now!"" Daffy screams. ""You be quiet,"" says Bugs. ""He doesn't have to shoot you now."" Daffy insists that he does.<br /><br />After Daffy returns his blasted-off beak to his head, he is doomed to more arguments infected with ""pronoun trouble"" which all have the same result. Later, Bugs dresses as a sexy woman and flirtingly asks Elmer for a duck dinner. Will Daffy get the last laugh? ""Ha, ha, very funny! Ha, ha, ha!""<br /><br />What's funny about this classic cartoon? Bug recoils in fright as Daffy screams in his face. Bugs Bunny says ""Yes?"" while dripping with self-satisfaction. Daffy Duck stands on tiptoes demanding to be shot. Elmer Fudd whines that he ""can't wait any wonger."" Daffy sees Bugs in women's clothes and makes that little noise with his tongue. Carl Stalling plays ""You Must Have Been a Beautiful Baby"" during Bugs's drag act. Daffy demands ""sheer honesty"" out of Bugs. Stalling plays ""Home Sweet Home"" at an inappropriately appropriate moment. Daffy tells Bugs he's ""desthpicable.""<br /><br />In five words: every detail of this film.<br /><br />NOTE: This short is available on ""Looney Tunes Golden Collection, Volume One,"" Disc 1",0.16612562537193298,0.7809986472129822
"The movie 'Gung Ho!': The Story of Carlson's Makin Island Raiders was made in 1943 with a view to go up the moral of American people at the duration of second world war. It shows with the better way that the cinema can constitute body of propaganda. The value of this film is only collection and no artistic. In a film of propaganda it is useless to judge direction and actors. Watch that movie if you are interested to learn how propaganda functions in the movies or if you are a big fun of Robert Mitchum who has a small role in the film. If you want to see a film for the second world war, they exist much better and objective. I rated it 4/10.",0.0007017255411483347,0.9552617073059082
"This movie is a 90 minute Ramones concert with brief periods of stupidity and absolute boredom. What kind of high school is this anyway?<br /><br />Unless you are a major Ramones fan, DO NOT and I repeat DO NOT waste your time like I did. This is utterly unwatchable from start to finish. This movie should be called Ramone Fever. Everyone appears to like them in this movie. There is not a plot to be found in this flick. As far as teen comedies go, you are scraping the bottom of the barrel with this one.",0.1153113842010498,0.8963967561721802
"Cafe Lumiere is a beautifully photographed nullity. Unacquainted with the work of the director, I am well-acquainted with the filmmaker he is supposedly paying tribute to - Ozu Yasujiro. While not even approaching Ozu in greatness, Hou has communicated nothing of Ozu's depth of emotion and concentration on meaning within a closed space. One of the things he misses entirely is Ozu's attention to character - we are not even ""introduced"" by Hou to his lead character (a perfect blank page). There are no medium or close shots of his people. One of the DVD extras offers interviews with the actors and gives us precisely what Hou doesn't - a good look at their faces.<br /><br />There was a great Spanish film by Bardem called Nunca Pasa Nada, which translates to something like ""Nothing Ever Happens"". That would be a far better title to this pointless exercise. All through the film we are given clues about an obscure Taiwanese composer some of whose work we hear on the soundtrack. But the clues, like everything else, add up to nothing. Unless you're a trainspotter, this film has nothing to recommend it.",0.0020693896804004908,0.959686815738678
"One of the worst movies I've ever seen. Completely ridiculous. The story is bad. The animations are completely childish and displaced. The physics of the holograms are hilarious from how much they are completely wrong. OMG, I even wanna believe that this film has Disney label on it. Yuck. The actresses are somewhat beautiful, but there are so many good films with astonishing actresses that are far more valuable to see than this one. Final remark, bad film. Don't bother to watch it. If you're looking for films to see with your kids consider other alternatives like Ratattuile, Monster Inc or an Enchanted Story (on theaters). Seriously.",0.08405674993991852,0.9381427764892578
"""Who Loves The Sun"" works its way through some prickly subject matter with enough wit and grace to keep the story not only engaging, but often hilarious. It's been a while since I've found such a thoroughly touching, thoroughly enjoyable film. <br /><br />The film is gorgeous, drawing the eye with beautiful scenery and tranquil landscapes. The peaceful imagery contrasts wonderfully with the tension between the very human, very flawed, and yet very likable characters. Due to the excellent cast all five of the major players are wonderfully interesting and dynamic. <br /><br />I recommend ""Who Loves The Sun."" It's a really funny movie that takes a poignant look at the hurts that we can inflict on each other, and the amazingly difficult but equally rewarding process of forgiveness.",0.0006920383311808109,0.9630213975906372
